age,gender,education,marital_status,credit_limit,credit_score,payment_ratio,days_overdue,num_prev_defaults,employment_months,debt_to_income,utilizacion_credito,loan_purpose,pay_hist_mes1,pay_hist_mes2,pay_hist_mes3,bill_amt_mes1,bill_amt_mes2,pay_amt_mes1,pay_amt_mes2,DEFAULT
77,2,2,1,30000,590,0.7555,120,4,92,0.4711,0.9015,consumo,-1,1,0,27047.0,21766.0,3311.0,84193.0,1
41,2,2,2,80000,539,0.1551,68,1,23,0.7537,0.4009,negocio,2,2,0,32076.0,24622.0,20380.0,15391.0,1
75,1,2,1,50000,574,0.302,187,2,51,0.2534,1.0,consumo,6,-1,1,53080.0,42608.0,40557.0,19680.0,1
36,1,1,1,80000,850,0.3912,155,1,6,0.09,0.1114,consumo,5,-1,-1,8910.0,54579.0,22518.0,11789.0,0
51,1,1,2,20000,593,0.2913,96,0,23,0.2524,1.0,consumo,-1,0,-1,87228.0,46839.0,19937.0,10138.0,1
34,1,2,1,200000,481,0.8213,129,4,71,0.5817,0.524,consumo,1,-1,0,104804.0,1313.0,28489.0,4063.0,1
59,2,2,1,50000,505,0.1704,216,0,3,0.3724,1.0,vivienda,2,0,7,90712.0,44368.0,4882.0,3715.0,0
48,1,3,1,80000,391,0.2658,180,3,19,0.5414,0.1748,educacion,-1,0,6,13982.0,24930.0,18528.0,23145.0,1
52,2,1,1,50000,731,0.2968,2,0,7,0.1095,0.7386,vehiculo,-1,-1,-1,36930.0,19292.0,23318.0,18646.0,0
48,2,1,1,50000,605,0.1286,94,0,130,0.1161,0.6845,negocio,-1,0,0,34224.0,6604.0,22579.0,10452.0,0
71,1,3,2,100000,628,0.3586,6,1,19,0.1237,1.0,negocio,0,-1,-1,110784.0,57475.0,3556.0,19692.0,0
75,1,2,1,500000,741,0.3979,94,0,20,0.2624,0.1774,negocio,3,0,1,88680.0,48937.0,21768.0,13390.0,0
69,2,1,2,200000,680,0.2706,97,0,42,0.025,0.2521,vehiculo,-1,0,1,50424.0,90250.0,30824.0,20372.0,0
29,2,3,1,300000,605,0.2913,91,1,30,0.4423,0.2698,vivienda,-1,0,-1,80950.0,1368.0,10596.0,13530.0,1
78,2,2,1,50000,621,0.2377,151,0,13,0.1123,0.5771,consumo,0,0,1,28856.0,56855.0,3893.0,26902.0,0
65,2,2,2,20000,682,0.3241,8,0,37,0.2428,1.0,vivienda,0,0,-1,36062.0,68079.0,2276.0,25123.0,0
42,2,3,1,10000,477,0.3396,253,3,3,0.3547,1.0,vehiculo,8,1,-1,82771.0,12267.0,2262.0,9374.0,1
52,2,1,3,10000,615,0.4958,40,0,9,0.0779,0.5416,negocio,0,-1,0,5416.0,73852.0,1986.0,19706.0,0
25,1,2,2,150000,771,0.201,32,0,10,0.2951,0.2934,consumo,-1,0,0,44004.0,122204.0,15515.0,17267.0,0
43,2,2,2,50000,636,0.253,160,0,44,0.2318,1.0,vivienda,2,0,5,87388.0,17306.0,4419.0,371.0,0
25,1,2,1,100000,468,0.2703,151,1,76,0.4064,1.0,educacion,5,-1,0,123882.0,49617.0,18514.0,14535.0,0
62,2,3,1,80000,483,0.2881,71,2,155,0.2817,0.1542,consumo,2,-1,1,12333.0,27863.0,20366.0,28362.0,1
73,2,1,1,500000,740,0.2685,221,1,96,0.0703,0.0692,consumo,-1,3,2,34605.0,28992.0,150.0,20813.0,0
52,2,1,1,150000,520,0.4479,91,0,47,0.2653,0.0267,consumo,3,0,2,4004.0,30848.0,39086.0,34463.0,0
30,1,2,2,500000,632,0.7671,100,2,60,0.4353,0.0229,educacion,0,0,2,11458.0,41075.0,48967.0,12331.0,1
59,2,2,2,50000,439,0.5906,32,2,96,0.3405,0.0047,consumo,0,-1,1,234.0,5767.0,2606.0,50317.0,1
78,2,1,3,50000,724,0.499,271,0,95,0.0413,0.2584,consumo,-1,0,2,12922.0,40358.0,2460.0,12292.0,0
35,2,1,2,80000,613,0.3593,99,4,35,0.5477,0.3881,educacion,0,-1,-1,31051.0,11140.0,16631.0,71911.0,1
27,1,3,2,80000,588,0.1685,104,0,11,0.5324,0.2862,educacion,1,0,0,22898.0,157523.0,2324.0,3984.0,1
49,2,3,1,80000,472,0.3053,91,2,36,0.3652,0.716,consumo,2,3,1,57280.0,6234.0,12725.0,16648.0,1
67,2,1,1,200000,550,0.1066,133,2,2,0.4089,0.5736,consumo,4,-1,0,114711.0,96226.0,201.0,18663.0,1
23,2,2,1,150000,663,0.5578,74,2,9,0.5623,0.6691,vehiculo,0,-1,2,100372.0,64.0,45100.0,12077.0,1
39,2,2,2,20000,636,0.2538,94,0,187,0.2876,0.3237,educacion,3,-1,1,6474.0,68673.0,3986.0,20200.0,0
30,2,3,1,100000,535,0.6656,180,0,59,0.4489,0.1646,consumo,6,-1,-1,16460.0,16794.0,21645.0,18593.0,1
48,1,2,1,20000,703,0.1558,71,2,42,0.5125,1.0,consumo,1,0,2,28811.0,40449.0,5512.0,1333.0,1
49,1,3,2,50000,676,0.1393,97,1,52,0.2768,1.0,vivienda,3,0,0,186181.0,31278.0,10493.0,1604.0,0
35,2,3,1,300000,771,0.6953,275,0,1,0.0572,0.155,vehiculo,5,2,0,46497.0,20961.0,3771.0,25391.0,0
55,2,2,2,10000,828,0.1195,124,2,88,0.2131,1.0,consumo,0,4,-1,15849.0,54514.0,6175.0,811.0,0
26,1,1,2,500000,633,0.4023,91,0,39,0.1202,0.2334,educacion,2,-1,3,116706.0,4957.0,18504.0,16293.0,0
32,2,2,1,30000,603,0.2713,98,3,27,0.1926,0.0258,vehiculo,0,3,0,775.0,30858.0,21004.0,10065.0,1
67,2,3,3,20000,697,0.6971,150,0,92,0.1384,1.0,vivienda,2,-1,5,20524.0,22467.0,47996.0,39569.0,0
58,1,2,2,80000,800,0.36,128,0,23,0.2339,1.0,consumo,-1,0,4,99226.0,141225.0,62134.0,12996.0,0
33,2,3,1,200000,516,0.4939,133,1,140,0.4675,0.1718,vehiculo,4,-1,0,34363.0,22813.0,22089.0,21302.0,1
49,1,3,1,20000,783,0.2616,132,0,38,0.31,0.8356,consumo,1,0,-1,16712.0,71272.0,45067.0,40987.0,0
39,1,2,3,10000,580,0.5123,101,0,63,0.3235,1.0,consumo,-1,3,-1,31027.0,10951.0,9540.0,26479.0,0
23,2,2,3,50000,627,0.2007,43,0,10,0.3314,1.0,consumo,1,-1,-1,103701.0,24619.0,5504.0,3076.0,0
28,2,2,1,100000,559,0.4686,183,1,21,0.166,0.0514,vivienda,1,-1,3,5140.0,22418.0,5255.0,20435.0,0
28,1,1,2,150000,485,0.3277,1,1,3,0.1569,0.3047,educacion,0,-1,0,45709.0,39529.0,12126.0,24330.0,0
75,2,2,2,10000,701,0.26,62,0,78,0.2399,1.0,educacion,-1,0,-1,26823.0,132352.0,21277.0,3109.0,0
78,1,1,1,80000,746,0.4356,124,2,2,0.6457,0.1694,consumo,0,4,-1,13552.0,15854.0,766.0,39698.0,1
40,1,3,2,20000,707,0.3907,129,2,2,0.1705,0.5091,educacion,0,1,-1,10182.0,8926.0,2964.0,2167.0,0
67,1,3,1,50000,815,0.4198,44,0,92,0.2859,0.588,educacion,0,-1,0,29402.0,22551.0,3871.0,14285.0,0
24,1,1,1,500000,811,0.2323,13,1,54,0.247,0.0531,consumo,-1,-1,-1,26551.0,58188.0,2161.0,15902.0,0
71,1,2,1,500000,510,0.1471,126,2,103,0.5329,0.0069,vivienda,1,4,0,3441.0,233823.0,17164.0,117.0,1
41,2,2,2,500000,484,0.3555,99,1,172,0.3731,0.2109,consumo,0,3,0,105447.0,9030.0,5325.0,45446.0,1
23,2,2,2,50000,586,0.4933,163,2,50,0.4256,1.0,vehiculo,-1,5,0,75112.0,44449.0,11175.0,5722.0,1
65,1,2,2,150000,566,0.247,124,1,17,0.3044,0.3203,vehiculo,0,-1,-1,48043.0,240945.0,2444.0,31698.0,0
28,1,1,1,200000,687,0.2551,221,0,65,0.1741,0.4521,vehiculo,0,0,-1,90411.0,60850.0,9311.0,9604.0,0
43,1,1,2,80000,757,0.2513,102,0,12,0.2715,0.1336,vivienda,3,1,0,10688.0,2054.0,6231.0,12101.0,0
36,2,1,1,80000,598,0.1093,2,0,10,0.2488,0.2365,vehiculo,-1,-1,0,18923.0,102858.0,193.0,8461.0,0
33,1,3,3,150000,546,0.3935,97,2,14,0.3119,0.1171,consumo,0,-1,-1,17561.0,5017.0,7514.0,35533.0,1
23,1,2,1,80000,640,0.5148,158,0,12,0.4224,1.0,consumo,-1,-1,-1,109930.0,30755.0,24040.0,21638.0,0
68,2,3,1,100000,534,0.2103,95,0,139,0.5994,0.3413,vivienda,1,3,1,34127.0,9975.0,28050.0,16663.0,1
29,2,2,2,80000,691,0.2085,68,1,2,0.4281,1.0,vivienda,0,2,0,164323.0,245356.0,16308.0,3049.0,1
34,1,2,2,150000,630,0.1958,8,0,14,0.0961,0.7745,consumo,-1,0,0,116179.0,36397.0,8040.0,243.0,0
33,2,2,1,200000,664,0.369,128,0,19,0.5648,0.4463,vehiculo,3,4,0,89267.0,72743.0,20000.0,17066.0,1
73,1,2,1,80000,602,0.9026,283,3,178,0.4697,0.3446,vehiculo,9,8,1,27569.0,787.0,11055.0,24177.0,1
77,1,1,3,80000,686,0.1953,62,0,78,0.15,0.0364,vehiculo,1,-1,0,2915.0,36317.0,6074.0,12095.0,0
27,2,1,1,300000,725,0.1365,122,0,30,0.0555,0.1317,consumo,-1,-1,1,39523.0,17984.0,2099.0,9075.0,0
35,2,1,1,80000,758,1.4236,222,1,14,0.2725,0.0933,educacion,7,3,2,7466.0,12664.0,2095.0,12009.0,0
27,2,2,2,80000,668,0.3365,98,1,1,0.2602,0.4478,vehiculo,-1,1,-1,35827.0,7121.0,19245.0,13211.0,0
58,1,2,1,500000,595,0.5168,14,0,14,0.2345,0.0052,vehiculo,-1,0,-1,2588.0,7575.0,3060.0,2413.0,0
54,2,1,1,10000,527,0.2054,91,5,69,0.3596,1.0,vehiculo,0,0,0,27150.0,83195.0,10830.0,522.0,1
61,1,1,1,100000,512,0.3321,185,0,2,0.1808,1.0,consumo,-1,0,6,122070.0,45190.0,8143.0,41800.0,0
42,2,2,2,10000,450,0.2714,217,2,148,0.1909,1.0,vehiculo,0,1,-1,61606.0,9531.0,2749.0,3645.0,1
44,2,2,1,50000,565,0.2806,124,2,20,0.1672,1.0,negocio,4,-1,-1,109453.0,521.0,12721.0,20857.0,1
69,1,2,1,50000,690,0.5939,99,1,44,0.1456,0.6601,consumo,-1,0,-1,33007.0,20630.0,33362.0,7274.0,0
57,2,4,1,50000,546,0.6919,101,6,36,0.1511,0.1916,vivienda,-1,0,-1,9581.0,47703.0,8479.0,21646.0,1
64,2,2,2,300000,567,0.2636,1,0,141,0.1985,0.3128,vehiculo,0,0,0,93829.0,52455.0,2689.0,9478.0,0
21,1,1,1,80000,759,0.3029,39,0,76,0.1999,0.7582,vehiculo,1,0,0,60659.0,86309.0,13259.0,7277.0,0
30,2,1,1,100000,797,0.4798,2,0,102,0.1166,0.8362,consumo,0,-1,0,83622.0,32402.0,30063.0,12068.0,0
63,2,1,1,50000,676,0.1471,193,0,99,0.0731,0.615,consumo,-1,2,6,30749.0,53297.0,3830.0,2586.0,0
36,1,1,2,500000,571,0.376,98,2,14,0.1321,0.0138,consumo,3,0,-1,6888.0,18495.0,9636.0,189.0,1
66,2,2,2,500000,651,0.548,35,0,2,0.1155,0.0112,vehiculo,1,0,0,5604.0,8798.0,22394.0,17656.0,0
28,2,2,1,200000,719,0.2479,134,0,4,0.2776,0.3372,vehiculo,0,4,-1,67449.0,18802.0,7472.0,8649.0,0
76,2,2,2,150000,536,0.2575,101,3,45,0.2367,0.513,negocio,0,0,1,76945.0,1638.0,771.0,12440.0,1
69,2,2,2,50000,594,1.4088,215,0,6,0.1877,0.1209,consumo,7,0,3,6045.0,2556.0,5385.0,43956.0,0
45,2,1,1,20000,747,0.2524,160,0,70,0.0937,0.857,negocio,3,0,5,17142.0,203606.0,23778.0,6128.0,0
70,1,1,3,300000,614,0.3469,121,1,34,0.4341,0.0912,consumo,-1,-1,0,27362.0,12865.0,18009.0,9145.0,1
32,2,2,2,80000,560,0.143,69,2,108,0.1208,0.426,vehiculo,0,-1,1,34084.0,48950.0,8278.0,11880.0,0
45,1,3,1,80000,719,0.3728,94,0,132,0.0647,0.0687,negocio,-1,2,3,5500.0,37267.0,27638.0,8958.0,0
37,1,1,1,20000,514,0.2221,94,2,52,0.5529,1.0,consumo,0,-1,3,156127.0,109864.0,20076.0,16237.0,1
46,1,2,1,150000,607,0.1297,65,0,33,0.0888,0.7157,negocio,1,2,-1,107359.0,22034.0,2525.0,7551.0,0
66,2,2,1,80000,578,0.1954,30,0,14,0.1352,0.7526,vivienda,0,0,1,60209.0,49392.0,2498.0,8333.0,0
68,2,2,2,30000,649,0.0699,155,0,78,0.1223,1.0,consumo,-1,-1,5,122556.0,10691.0,2938.0,4306.0,0
34,1,2,1,20000,564,0.2538,154,0,20,0.3315,1.0,educacion,-1,-1,5,40718.0,53957.0,3357.0,4154.0,0
61,2,3,1,100000,717,0.3317,96,0,1,0.3283,0.2485,negocio,3,3,-1,24853.0,11916.0,26614.0,24283.0,0
56,1,1,3,200000,571,0.4967,153,2,41,0.5433,0.2129,negocio,-1,2,5,42580.0,57581.0,10015.0,48667.0,1
77,2,2,1,80000,368,0.1703,277,2,38,0.3855,0.4703,educacion,4,-1,5,37626.0,22448.0,5276.0,14620.0,1
43,2,2,2,200000,599,0.0973,180,0,90,0.0789,0.8577,vehiculo,-1,6,0,171532.0,34208.0,1846.0,1150.0,0
63,1,3,2,20000,583,0.4378,63,0,56,0.1219,1.0,consumo,0,-1,-1,26655.0,30577.0,6536.0,6567.0,0
26,1,1,1,80000,722,0.141,99,1,28,0.2024,0.3995,vehiculo,0,3,-1,31962.0,130200.0,543.0,4668.0,0
67,1,2,2,50000,596,1.5293,97,0,61,0.1398,0.3636,consumo,-1,3,-1,18181.0,34927.0,15393.0,67047.0,0
25,1,1,1,50000,656,0.2817,130,1,40,0.0806,0.8649,consumo,4,1,-1,43248.0,139216.0,13511.0,5346.0,0
63,2,3,2,20000,713,0.0765,133,0,190,0.0178,1.0,consumo,2,0,-1,76704.0,62165.0,11229.0,14210.0,0
45,1,2,2,30000,632,0.1948,216,0,20,0.3391,0.9162,vehiculo,0,0,7,27487.0,51999.0,225.0,11764.0,0
38,2,1,1,200000,456,0.3908,246,2,353,0.3004,0.7297,vehiculo,0,0,-1,145949.0,24213.0,41590.0,11683.0,1
33,2,2,1,50000,664,0.2526,93,0,16,0.0131,0.3333,vivienda,1,3,0,16666.0,349230.0,37459.0,14270.0,0
63,2,2,1,200000,631,0.3716,162,0,18,0.0777,0.3136,educacion,-1,5,-1,62724.0,2251.0,25612.0,16330.0,0
34,1,1,2,200000,691,0.1664,211,0,94,0.0306,1.0,educacion,5,7,-1,232647.0,11797.0,322.0,26670.0,0
48,2,3,2,50000,672,0.1498,127,1,37,0.0699,0.5279,consumo,4,-1,-1,26396.0,34493.0,7555.0,17207.0,0
38,2,1,1,80000,340,0.1589,36,2,13,0.5491,0.2206,vivienda,0,0,1,17649.0,5097.0,6366.0,5864.0,1
77,2,2,1,80000,536,0.1911,90,4,68,0.4157,0.9492,educacion,3,-1,-1,75939.0,67255.0,24530.0,23669.0,1
48,2,2,1,200000,485,0.1344,184,0,36,0.6432,1.0,consumo,4,6,-1,204184.0,36054.0,16686.0,125.0,1
71,1,3,1,100000,741,0.5436,156,1,41,0.113,0.594,educacion,-1,3,-1,59400.0,8994.0,47382.0,9433.0,0
76,1,1,1,50000,696,0.5018,92,1,59,0.2953,0.0845,educacion,-1,-1,-1,4224.0,106975.0,20978.0,22002.0,0
47,2,2,1,80000,559,0.2827,134,1,33,0.6737,0.0418,consumo,-1,0,-1,3348.0,36632.0,7974.0,25937.0,1
52,2,1,1,200000,703,0.67,38,0,17,0.2653,0.1218,vehiculo,1,-1,-1,24355.0,56013.0,10367.0,24743.0,0
67,2,3,2,50000,588,0.4626,243,1,11,0.6284,0.7511,consumo,8,6,4,37556.0,21096.0,12724.0,4928.0,1
29,1,1,1,50000,625,0.2037,283,0,76,0.1915,1.0,consumo,-1,-1,9,50047.0,59630.0,1922.0,4959.0,0
60,2,2,1,20000,692,0.7408,284,3,58,0.3195,1.0,negocio,9,7,1,25863.0,20359.0,23717.0,4284.0,1
52,1,2,1,80000,689,0.2093,32,0,149,0.0572,0.2298,consumo,-1,1,0,18384.0,7138.0,5541.0,2774.0,0
40,1,1,1,500000,520,0.5934,102,0,41,0.0524,0.0233,negocio,0,0,-1,11637.0,49636.0,34712.0,3259.0,1
48,2,1,1,50000,700,0.2832,68,0,4,0.0274,1.0,consumo,1,-1,2,93906.0,59462.0,6493.0,61865.0,0
53,1,1,1,300000,605,0.1966,68,3,92,0.1902,0.3542,negocio,-1,0,-1,106259.0,98475.0,2644.0,43840.0,1
24,2,3,1,150000,800,0.2458,187,0,24,0.2842,0.262,vehiculo,-1,6,1,39301.0,51486.0,11780.0,5580.0,0
66,2,2,2,150000,700,0.2487,244,0,17,0.2656,0.3826,consumo,0,1,8,57384.0,11159.0,10765.0,19354.0,0
77,2,3,1,150000,712,0.4655,131,0,29,0.1076,0.0154,vehiculo,4,0,2,2309.0,24496.0,21926.0,3712.0,0
54,2,1,1,150000,647,0.2392,211,0,10,0.1098,0.0622,vehiculo,1,0,0,9336.0,9945.0,2151.0,26556.0,0
68,2,1,2,50000,714,0.2875,39,0,86,0.1089,0.7783,vehiculo,0,1,-1,38916.0,73284.0,8627.0,33277.0,0
23,1,3,1,200000,598,0.2569,284,0,30,0.6317,0.9176,educacion,-1,5,9,183522.0,56024.0,1694.0,1206.0,1
46,2,2,3,500000,434,0.185,60,0,65,0.4252,0.2968,vehiculo,-1,2,-1,148405.0,193983.0,15223.0,38640.0,1
28,2,2,3,20000,679,0.128,101,0,15,0.1254,1.0,consumo,0,3,1,23874.0,8119.0,14531.0,4496.0,0
26,2,3,2,20000,528,0.3242,159,3,10,0.6351,1.0,educacion,-1,5,-1,57767.0,18133.0,2907.0,31142.0,1
36,2,4,1,10000,378,0.2007,122,1,11,0.622,1.0,vehiculo,0,0,-1,22211.0,29409.0,389.0,6378.0,1
44,1,1,1,150000,377,0.2862,224,1,2,0.4426,0.0051,consumo,5,-1,-1,764.0,7910.0,5818.0,18464.0,1
68,1,1,2,10000,850,0.1365,276,0,4,0.1493,1.0,vehiculo,0,9,1,13945.0,154692.0,5598.0,29.0,0
59,1,1,1,80000,477,0.0496,162,1,30,0.4855,0.1697,educacion,0,-1,4,13574.0,19977.0,860.0,997.0,1
50,2,2,1,100000,594,0.1889,12,1,36,0.0047,0.3152,vehiculo,0,-1,-1,31517.0,208209.0,5339.0,50612.0,0
65,2,2,1,100000,632,0.0879,160,0,10,0.1638,0.2656,consumo,2,0,2,26558.0,4815.0,1074.0,4962.0,0
33,2,2,2,100000,635,0.4962,220,0,5,0.2363,1.0,consumo,7,-1,0,182937.0,38117.0,17543.0,51732.0,0
25,2,3,2,500000,742,0.1895,252,1,51,0.1082,0.0759,vivienda,8,-1,0,37947.0,99004.0,10406.0,3528.0,0
45,2,2,2,50000,598,0.1387,63,1,16,0.3906,1.0,negocio,1,0,2,126424.0,21892.0,11114.0,10482.0,1
40,1,1,2,100000,578,0.2169,158,0,16,0.145,0.1998,vehiculo,0,1,-1,19978.0,84097.0,1911.0,17286.0,0
74,1,2,2,100000,472,0.3622,71,3,225,0.5624,0.3702,consumo,0,2,1,37018.0,15327.0,9026.0,12869.0,1
38,2,1,2,30000,506,0.1226,42,0,134,0.3437,1.0,vehiculo,-1,-1,-1,59129.0,38330.0,5784.0,19163.0,1
67,2,2,3,50000,456,0.3414,63,2,114,0.3897,0.4784,vehiculo,-1,-1,0,23919.0,18723.0,1839.0,16342.0,1
38,1,1,1,150000,584,0.1703,123,0,88,0.284,0.298,consumo,4,0,-1,44693.0,23583.0,13691.0,119.0,0
22,2,1,3,50000,640,0.208,155,3,35,0.5489,1.0,vivienda,1,-1,5,90915.0,137354.0,12947.0,12181.0,1
30,1,2,1,30000,687,0.2201,133,0,104,0.183,1.0,consumo,-1,-1,4,47669.0,64582.0,2439.0,5668.0,0
75,2,3,1,500000,565,0.4061,154,4,97,0.3857,0.008,consumo,0,-1,5,4004.0,15160.0,6768.0,17400.0,1
65,1,3,1,20000,758,0.1577,94,1,31,0.4161,1.0,vivienda,-1,0,-1,25788.0,149330.0,8328.0,19471.0,1
70,2,1,1,50000,662,0.196,130,3,7,0.6204,1.0,consumo,3,-1,-1,56536.0,83474.0,34234.0,17577.0,1
67,1,3,1,200000,644,0.161,131,0,5,0.2561,0.5423,negocio,-1,0,4,108457.0,10667.0,4365.0,13416.0,0
32,2,2,3,30000,781,0.3222,30,1,11,0.1161,1.0,educacion,0,-1,1,92096.0,20565.0,3604.0,24288.0,0
67,2,2,1,30000,563,0.274,250,0,5,0.3211,0.2348,consumo,8,3,0,7045.0,23192.0,19859.0,1333.0,0
33,2,3,3,20000,464,0.6738,98,1,103,0.5459,0.8981,vivienda,-1,0,-1,17963.0,46741.0,81732.0,57.0,1
70,2,4,2,100000,631,0.2192,126,2,64,0.4622,0.6318,consumo,4,-1,3,63178.0,241112.0,1385.0,17323.0,1
67,1,1,3,10000,747,0.2932,91,0,52,0.0581,0.5689,negocio,-1,0,2,5690.0,13551.0,1109.0,11729.0,0
77,1,2,2,200000,473,0.6812,281,1,13,0.506,0.1466,educacion,-1,0,-1,29313.0,114163.0,18452.0,10495.0,1
75,2,2,2,50000,731,0.3864,247,1,30,0.2485,0.1044,vivienda,-1,0,0,5220.0,45936.0,13191.0,16778.0,0
31,2,1,2,80000,458,0.2425,98,0,24,0.5051,0.2534,consumo,3,1,0,20276.0,81106.0,11193.0,6765.0,1
39,1,2,3,30000,644,0.3652,11,0,15,0.3477,1.0,negocio,-1,0,-1,35097.0,16256.0,31418.0,48443.0,0
55,2,1,1,10000,828,0.4211,190,0,24,0.1285,1.0,vehiculo,6,-1,6,70300.0,994.0,179.0,23831.0,0
59,1,3,1,500000,570,0.3176,62,1,32,0.1528,0.3131,negocio,-1,0,2,156526.0,17087.0,3955.0,9574.0,0
73,1,3,3,200000,638,0.5513,164,0,89,0.1197,0.4317,consumo,2,2,1,86345.0,10768.0,55105.0,5719.0,0
46,2,2,1,30000,639,0.311,94,1,12,0.2024,0.3544,educacion,3,1,3,10632.0,19767.0,7281.0,8068.0,0
66,2,2,1,20000,598,0.1253,193,3,66,0.1678,1.0,educacion,-1,2,-1,145171.0,35166.0,6580.0,13856.0,1
34,2,1,2,80000,512,0.389,40,0,22,0.4326,0.177,consumo,0,0,1,14161.0,102553.0,758.0,9497.0,1
74,2,2,1,80000,578,0.431,130,1,39,0.1101,0.543,vivienda,-1,1,-1,43445.0,111188.0,1637.0,1182.0,0
65,2,1,1,100000,672,0.9144,40,0,45,0.0878,1.0,educacion,-1,1,-1,109497.0,31999.0,4111.0,82828.0,0
64,1,2,2,300000,705,0.173,12,0,17,0.0325,0.1649,consumo,0,-1,-1,49459.0,46487.0,3596.0,12125.0,0
44,2,3,1,100000,421,0.2803,221,3,2,0.6655,1.0,vehiculo,0,0,0,116790.0,108770.0,12604.0,19521.0,1
61,2,2,2,100000,660,0.2956,213,0,54,0.0595,0.366,vehiculo,1,-1,-1,36604.0,120412.0,53806.0,7765.0,0
21,1,2,1,20000,557,0.6734,152,4,30,0.4408,0.9002,consumo,-1,1,1,18006.0,17793.0,28055.0,24475.0,1
71,1,1,1,80000,657,0.3946,187,0,21,0.0793,0.6535,vehiculo,3,0,-1,52278.0,20594.0,25059.0,1591.0,0
63,2,1,3,80000,698,0.2747,249,1,52,0.587,0.0039,consumo,0,6,-1,315.0,91348.0,30919.0,6730.0,1
75,2,2,2,100000,323,0.1378,215,1,30,0.2438,1.0,vivienda,1,0,1,214406.0,259084.0,569.0,22466.0,1
42,1,1,2,20000,731,0.6317,32,0,21,0.1993,0.0746,negocio,0,0,1,1491.0,27587.0,20021.0,32496.0,0
43,1,1,2,500000,444,0.331,134,3,27,0.2946,0.0541,vehiculo,-1,-1,4,27073.0,60504.0,33611.0,26133.0,1
76,1,2,2,100000,781,0.252,282,2,65,0.3216,0.1138,consumo,9,0,0,11378.0,21867.0,3657.0,1286.0,0
74,1,2,1,50000,770,0.7412,91,0,9,0.0583,0.1715,educacion,2,-1,3,8574.0,46348.0,10866.0,3514.0,0
39,2,2,2,100000,481,0.3278,246,1,67,0.3929,0.9291,vehiculo,8,-1,3,92913.0,34942.0,34251.0,5907.0,1
38,2,2,2,20000,445,0.4438,156,0,11,0.3806,0.9346,consumo,2,5,0,18693.0,26128.0,13090.0,17548.0,1
32,2,2,1,50000,737,0.3991,104,0,25,0.1571,0.3868,educacion,0,-1,3,19338.0,18128.0,13218.0,6091.0,0
75,1,1,3,150000,622,0.2232,96,1,7,0.2004,0.247,educacion,1,-1,1,37056.0,19509.0,10843.0,75.0,0
48,2,1,1,300000,689,0.6857,272,1,55,0.3026,0.0244,consumo,3,0,-1,7306.0,76355.0,12526.0,4075.0,0
48,1,3,1,50000,623,0.6989,31,1,18,0.5676,1.0,vehiculo,0,1,0,96503.0,36496.0,43533.0,42729.0,1
53,1,2,3,100000,574,0.1726,33,0,25,0.2639,0.3683,vivienda,1,-1,0,36835.0,73980.0,4249.0,14141.0,0
39,2,2,3,50000,850,0.2471,102,0,12,0.1434,0.1604,consumo,-1,-1,-1,8021.0,223466.0,3510.0,13331.0,0
48,1,2,2,80000,519,0.1005,120,3,77,0.4517,1.0,consumo,-1,1,0,266137.0,1511.0,3840.0,10971.0,1
72,1,1,2,80000,649,0.3593,210,2,17,0.1158,0.366,negocio,1,-1,0,29281.0,37383.0,15145.0,5399.0,0
69,2,1,2,100000,794,0.2356,275,0,53,0.0451,0.3405,vivienda,0,0,9,34053.0,70176.0,4376.0,1798.0,0
57,1,2,1,100000,561,0.3633,221,3,28,0.3323,0.1614,educacion,1,2,7,16137.0,11943.0,2791.0,6583.0,0
46,2,2,1,10000,750,0.2842,94,0,73,0.1883,1.0,vehiculo,0,0,1,122044.0,50308.0,31617.0,3090.0,0
55,1,2,2,20000,692,1.2384,92,0,1,0.1417,0.1269,consumo,-1,0,-1,2539.0,9420.0,8915.0,6304.0,0
54,1,1,1,150000,690,0.8244,245,0,44,0.1347,0.3002,vehiculo,7,1,0,45034.0,29193.0,36394.0,2502.0,0
55,2,1,2,20000,657,0.1586,190,0,1,0.2754,1.0,consumo,-1,-1,-1,31376.0,7282.0,964.0,8279.0,0
60,2,2,1,150000,575,0.032,71,1,80,0.4552,0.3687,consumo,1,0,2,55304.0,101918.0,862.0,68.0,0
36,2,2,2,200000,725,0.3658,216,0,37,0.1139,0.7596,vehiculo,0,0,7,151913.0,58175.0,7054.0,29807.0,0
58,2,3,1,300000,440,0.1736,247,0,59,0.7241,0.0641,vehiculo,-1,8,-1,19217.0,26326.0,6752.0,3616.0,1
33,2,1,1,200000,573,0.2101,62,1,251,0.5558,0.1444,vehiculo,2,1,0,28883.0,14499.0,35588.0,1310.0,1
43,2,4,1,80000,737,0.2424,37,0,78,0.0904,0.353,educacion,-1,0,-1,28239.0,15820.0,12670.0,36380.0,0
74,1,3,2,30000,757,0.3782,7,0,92,0.0336,0.9502,vivienda,-1,0,-1,28507.0,16373.0,19522.0,36684.0,0
42,2,2,2,20000,746,0.1351,190,0,9,0.0331,0.4389,educacion,1,-1,6,8779.0,39160.0,2122.0,9225.0,0
36,2,2,3,200000,777,0.2263,1,0,25,0.2207,0.2564,consumo,-1,-1,0,51273.0,29241.0,5314.0,10188.0,0
